draw,pthread,28,5,0.37,4.94,2.43
draw,pthread,28,6,0.40,5.36,2.29
draw,pthread,28,6,0.41,5.67,2.41
draw,pthread,28,6,0.37,5.42,2.30
draw,pthread,28,7,0.43,6.01,2.32
draw,pthread,28,7,0.42,5.89,2.28
draw,pthread,28,7,0.43,5.99,2.36
draw,pthread,28,8,0.40,6.22,2.19
draw,pthread,28,8,0.46,6.15,2.28
draw,pthread,28,8,0.46,6.12,2.28
draw,tbb,28,1,0.33,4.40,4.82
draw,tbb,28,1,0.33,4.37,4.80
draw,tbb,28,1,0.29,4.38,4.76
draw,tbb,28,2,0.34,4.37,2.48
draw,tbb,28,2,0.34,4.33,2.45
draw,tbb,28,2,0.32,4.35,2.45
draw,tbb,28,3,0.37,4.44,1.73
draw,tbb,28,3,0.38,4.48,1.75
draw,tbb,28,3,0.41,4.49,1.81
draw,tbb,28,4,0.44,4.37,1.40
draw,tbb,28,4,0.44,4.69,1.52
draw,tbb,28,4,0.39,4.71,1.42
draw,tbb,28,5,0.40,5.75,1.38
draw,tbb,28,5,0.49,5.74,1.45
draw,tbb,28,5,0.39,5.55,1.34
draw,tbb,28,6,0.40,6.91,1.36
draw,tbb,28,6,0.52,6.90,1.51
draw,tbb,28,6,0.43,6.65,1.34
draw,tbb,28,7,0.48,7.32,1.32
draw,tbb,28,7,0.46,6.93,1.22
draw,tbb,28,7,0.42,7.16,1.22
draw,tbb,28,8,0.45,7.41,1.25
draw,tbb,28,8,0.48,8.01,1.25
draw,tbb,28,8,0.49,7.73,1.20
limits,pthread,28,1,0.00,1.43,1.43
limits,pthread,28,1,0.00,1.34,1.34
limits,pthread,28,1,0.00,1.34,1.34
limits,pthread,28,2,0.00,1.37,0.69
limits,pthread,28,2,0.00,1.35,0.68
limits,pthread,28,2,0.00,1.35,0.68
limits,pthread,28,3,0.00,1.37,0.46
limits,pthread,28,3,0.00,1.38,0.47
limits,pthread,28,3,0.00,1.36,0.46
limits,pthread,28,4,0.00,1.39,0.35
limits,pthread,28,4,0.00,1.39,0.35
limits,pthread,28,4,0.00,1.42,0.36
limits,pthread,28,5,0.00,1.57,0.36
limits,pthread,28,5,0.00,1.57,0.36
limits,pthread,28,5,0.00,1.58,0.36
limits,pthread,28,6,0.00,1.75,0.32
limits,pthread,28,6,0.00,1.71,0.32
limits,pthread,28,6,0.00,1.73,0.33
limits,pthread,28,7,0.00,1.81,0.28
limits,pthread,28,7,0.00,1.81,0.28
limits,pthread,28,7,0.00,1.81,0.29
limits,pthread,28,8,0.00,1.93,0.31
limits,pthread,28,8,0.00,1.94,0.30
limits,pthread,28,8,0.00,1.88,0.28
limits,tbb,28,1,0.00,1.91,0.24
limits,tbb,28,1,0.00,1.92,0.24
limits,tbb,28,1,0.00,1.92,0.24
limits,tbb,28,2,0.00,1.92,0.24
limits,tbb,28,2,0.00,1.92,0.24
limits,tbb,28,2,0.00,1.92,0.24
limits,tbb,28,3,0.00,1.89,0.25
limits,tbb,28,3,0.00,1.92,0.24
limits,tbb,28,3,0.00,1.92,0.24
limits,tbb,28,4,0.00,1.91,0.25
limits,tbb,28,4,0.00,1.91,0.25
limits,tbb,28,4,0.00,1.92,0.25
limits,tbb,28,5,0.00,1.91,0.25
limits,tbb,28,5,0.00,1.90,0.25
limits,tbb,28,5,0.00,1.92,0.24
limits,tbb,28,6,0.00,1.91,0.24
limits,tbb,28,6,0.00,1.91,0.24
limits,tbb,28,6,0.00,1.91,0.24
limits,tbb,28,7,0.00,1.92,0.24
limits,tbb,28,7,0.00,1.92,0.24
limits,tbb,28,7,0.00,1.92,0.24
limits,tbb,28,8,0.00,1.91,0.24
limits,tbb,28,8,0.00,1.92,0.24
limits,tbb,28,8,0.00,1.92,0.24
draw,pthread,28,1,0.29,3.24,3.55
draw,pthread,28,1,0.03,0.63,0.67
draw,pthread,28,1,0.00,0.15,0.16
draw,pthread,28,2,0.01,0.20,0.15
draw,pthread,28,2,0.01,0.19,0.14
draw,pthread,28,2,0.01,0.19,0.14
draw,pthread,28,3,0.02,0.24,0.14
draw,pthread,28,3,0.02,0.24,0.14
draw,pthread,28,3,0.02,0.24,0.14
draw,pthread,28,1,0.36,4.36,4.82
draw,pthread,28,1,0.34,4.35,4.78
draw,pthread,28,1,0.33,4.37,4.79
draw,pthread,28,2,0.34,4.19,3.03
draw,pthread,28,2,0.34,4.32,3.16
draw,pthread,28,2,0.34,4.27,3.12
draw,pthread,28,3,0.35,4.31,2.61
draw,pthread,28,3,0.35,4.30,2.60
draw,pthread,28,3,0.35,4.34,2.62
draw,pthread,28,4,0.36,4.33,2.29
draw,pthread,28,4,0.38,4.32,2.31
draw,pthread,28,4,0.37,4.33,2.31
draw,pthread,28,5,0.40,5.02,2.49
draw,pthread,28,5,0.39,4.92,2.44
draw,pthread,28,5,0.36,4.96,2.42
draw,pthread,28,6,0.41,5.41,2.33
draw,pthread,28,6,0.42,5.45,2.32
draw,pthread,28,6,0.43,5.40,2.31
draw,pthread,28,7,0.45,5.90,2.29
draw,pthread,28,7,0.43,5.89,2.25
draw,pthread,28,7,0.47,5.88,2.28
draw,pthread,28,8,0.47,6.16,2.28
draw,pthread,28,8,0.41,6.18,2.75
draw,pthread,28,8,0.45,6.23,2.31
draw,tbb,28,1,0.32,4.36,4.78
draw,tbb,28,1,0.33,4.39,4.81
draw,tbb,28,1,0.33,4.40,4.82
draw,tbb,28,2,0.36,4.30,2.46
draw,tbb,28,2,0.33,4.30,2.42
draw,tbb,28,2,0.36,4.28,2.45
draw,tbb,28,3,0.37,4.37,1.71
draw,tbb,28,3,0.35,4.56,1.76
draw,tbb,28,3,0.37,4.40,1.73
draw,tbb,28,4,0.36,4.57,1.38
draw,tbb,28,4,0.37,4.96,1.46
draw,tbb,28,4,0.36,5.07,1.49
draw,tbb,28,5,0.41,5.88,1.41
draw,tbb,28,5,0.38,5.95,1.40
draw,tbb,28,5,0.39,6.02,1.42
draw,tbb,28,6,0.41,6.62,1.32
draw,tbb,28,6,0.41,6.76,1.35
draw,tbb,28,6,0.40,6.65,1.33
draw,tbb,28,7,0.44,7.27,1.27
draw,tbb,28,7,0.42,7.30,1.27
draw,tbb,28,7,0.49,6.80,1.28
draw,tbb,28,8,0.48,7.67,1.20
draw,tbb,28,8,0.46,7.87,1.22
draw,tbb,28,8,0.55,7.72,1.28
limits,pthread,28,1,0.00,1.39,1.39
limits,pthread,28,1,0.00,1.34,1.34
limits,pthread,28,1,0.00,1.34,1.35
limits,pthread,28,2,0.00,1.35,0.68
limits,pthread,28,2,0.00,1.39,0.71
limits,pthread,28,2,0.00,1.36,0.68
limits,pthread,28,3,0.00,1.38,0.47
limits,pthread,28,3,0.00,1.38,0.46
limits,pthread,28,3,0.00,1.40,0.47
limits,pthread,28,4,0.00,1.43,0.37
limits,pthread,28,4,0.00,1.43,0.36
limits,pthread,28,4,0.00,1.45,0.39
limits,pthread,28,5,0.00,1.57,0.36
limits,pthread,28,5,0.00,1.63,0.36
limits,pthread,28,5,0.00,1.61,0.37
limits,pthread,28,6,0.00,1.72,0.32
limits,pthread,28,6,0.00,1.69,0.32
limits,pthread,28,6,0.00,1.72,0.32
limits,pthread,28,7,0.00,1.82,0.29
limits,pthread,28,7,0.00,1.80,0.29
limits,pthread,28,7,0.00,1.85,0.28
limits,pthread,28,8,0.00,1.94,0.29
limits,pthread,28,8,0.00,1.94,0.28
limits,pthread,28,8,0.00,1.89,0.28
limits,tbb,28,1,0.00,1.35,1.35
limits,tbb,28,1,0.00,1.35,1.35
limits,tbb,28,1,0.00,1.35,1.35
limits,tbb,28,2,0.00,1.38,0.69
limits,tbb,28,2,0.00,1.39,0.70
limits,tbb,28,2,0.00,1.37,0.69
limits,tbb,28,3,0.00,1.41,0.47
limits,tbb,28,3,0.00,1.46,0.50
limits,tbb,28,3,0.00,1.40,0.47
limits,tbb,28,4,0.00,1.41,0.35
limits,tbb,28,4,0.00,1.47,0.37
limits,tbb,28,4,0.00,1.45,0.36
limits,tbb,28,5,0.00,1.63,0.33
limits,tbb,28,5,0.00,1.60,0.32
limits,tbb,28,5,0.00,1.61,0.32
limits,tbb,28,6,0.00,1.80,0.30
limits,tbb,28,6,0.00,1.72,0.29
limits,tbb,28,6,0.00,1.72,0.29
limits,tbb,28,7,0.00,1.83,0.26
limits,tbb,28,7,0.01,1.84,0.27
limits,tbb,28,7,0.00,1.86,0.27
limits,tbb,28,8,0.00,1.92,0.26
limits,tbb,28,8,0.00,1.92,0.26
limits,tbb,28,8,0.00,1.93,0.26
draw,pthread,28,1,0.30,4.55,4.95
draw,pthread,28,1,0.32,4.37,4.79
draw,pthread,28,1,0.32,4.39,4.81
draw,pthread,28,2,0.32,4.29,3.10
draw,pthread,28,2,0.32,4.23,3.05
draw,pthread,28,2,0.36,4.19,3.05
draw,pthread,28,3,0.37,4.32,2.63
draw,pthread,28,3,0.36,4.34,2.64
draw,pthread,28,3,0.34,4.34,2.60
draw,pthread,28,4,0.35,4.32,2.28
draw,pthread,28,4,0.32,4.34,2.27
draw,pthread,28,4,0.34,4.36,2.30
draw,pthread,28,5,0.40,4.99,2.44
draw,pthread,28,5,0.40,4.91,2.40
draw,pthread,28,5,0.33,5.02,2.41
draw,pthread,28,6,0.39,5.44,2.33
draw,pthread,28,6,0.43,5.42,2.32
draw,pthread,28,6,0.40,5.52,2.35
draw,pthread,28,7,0.44,5.89,2.27
draw,pthread,28,7,0.41,5.87,2.23
draw,pthread,28,7,0.42,5.87,2.25
draw,pthread,28,8,0.42,6.19,2.22
draw,pthread,28,8,0.43,6.23,2.22
draw,pthread,28,8,0.47,6.20,2.25
draw,tbb,28,1,0.33,4.39,4.82
draw,tbb,28,1,0.31,4.38,4.77
draw,tbb,28,1,0.31,4.45,4.85
draw,tbb,28,2,0.38,4.19,2.42
draw,tbb,28,2,0.38,4.19,2.41
draw,tbb,28,2,0.34,4.19,2.38
draw,tbb,28,3,0.34,4.44,1.74
draw,tbb,28,3,0.37,4.60,1.79
draw,tbb,28,3,0.34,4.60,1.78
draw,tbb,28,4,0.41,4.50,1.44
draw,tbb,28,4,0.37,4.86,1.45
draw,tbb,28,4,0.38,4.60,1.39
draw,tbb,28,5,0.43,5.44,1.33
draw,tbb,28,5,0.42,5.51,1.33
draw,tbb,28,5,0.39,5.50,1.32
draw,tbb,28,6,0.43,6.27,1.26
draw,tbb,28,6,0.44,6.34,1.28
draw,tbb,28,6,0.44,6.30,1.29
draw,tbb,28,7,0.44,7.21,1.25
draw,tbb,28,7,0.47,7.18,1.25
draw,tbb,28,7,0.47,7.09,1.24
draw,tbb,28,8,0.45,7.77,1.21
draw,tbb,28,8,0.51,7.85,1.22
draw,tbb,28,8,0.48,7.78,1.21
limits,pthread,28,1,0.00,1.44,1.45
limits,pthread,28,1,0.00,1.34,1.35
limits,pthread,28,1,0.00,1.34,1.35
limits,pthread,28,2,0.00,1.35,0.68
limits,pthread,28,2,0.00,1.36,0.68
limits,pthread,28,2,0.00,1.36,0.69
limits,pthread,28,3,0.00,1.38,0.47
limits,pthread,28,3,0.00,1.38,0.46
limits,pthread,28,3,0.00,1.39,0.47
limits,pthread,28,4,0.00,1.38,0.35
limits,pthread,28,4,0.00,1.43,0.37
limits,pthread,28,4,0.00,1.38,0.35
limits,pthread,28,5,0.00,1.57,0.36
limits,pthread,28,5,0.00,1.55,0.36
limits,pthread,28,5,0.00,1.55,0.35
limits,pthread,28,6,0.00,1.68,0.31
limits,pthread,28,6,0.00,1.69,0.31
limits,pthread,28,6,0.00,1.69,0.31
limits,pthread,28,7,0.00,1.82,0.29
limits,pthread,28,7,0.00,1.82,0.28
limits,pthread,28,7,0.00,1.82,0.27
limits,pthread,28,8,0.00,1.90,0.30
limits,pthread,28,8,0.00,1.87,0.30
limits,pthread,28,8,0.00,1.88,0.32
limits,tbb,28,1,0.00,1.37,1.37
limits,tbb,28,1,0.00,1.34,1.35
limits,tbb,28,1,0.00,1.35,1.35
limits,tbb,28,2,0.00,1.36,0.68
limits,tbb,28,2,0.00,1.36,0.68
limits,tbb,28,2,0.00,1.36,0.68
limits,tbb,28,3,0.00,1.41,0.47
limits,tbb,28,3,0.00,1.40,0.47
limits,tbb,28,3,0.01,1.42,0.48
limits,tbb,28,4,0.00,1.40,0.35
limits,tbb,28,4,0.00,1.40,0.36
limits,tbb,28,4,0.00,1.38,0.35
limits,tbb,28,5,0.01,1.60,0.32
limits,tbb,28,5,0.00,1.56,0.31
limits,tbb,28,5,0.00,1.56,0.31
limits,tbb,28,6,0.01,1.70,0.29
limits,tbb,28,6,0.00,1.71,0.29
limits,tbb,28,6,0.01,1.71,0.29
limits,tbb,28,7,0.00,1.84,0.27
limits,tbb,28,7,0.00,1.83,0.26
limits,tbb,28,7,0.00,1.84,0.26
limits,tbb,28,8,0.00,1.92,0.25
limits,tbb,28,8,0.00,1.92,0.25
limits,tbb,28,8,0.01,1.92,0.25
draw,pthread,28,1,0.32,4.54,4.96
draw,pthread,28,1,0.31,4.53,4.94
draw,pthread,28,1,0.32,4.42,4.83
draw,pthread,28,2,0.34,4.31,3.49
draw,pthread,28,2,0.36,4.30,3.14
draw,pthread,28,2,0.34,4.24,3.07
draw,pthread,28,3,0.36,4.35,2.64
draw,pthread,28,3,0.36,4.31,2.61
draw,pthread,28,3,0.36,4.40,2.66
draw,pthread,28,4,0.35,4.39,2.33
draw,pthread,28,4,0.39,4.34,2.33
draw,pthread,28,4,0.40,4.42,2.40
draw,pthread,28,5,0.39,5.00,2.47
draw,pthread,28,5,0.41,5.03,2.47
draw,pthread,28,5,0.39,4.96,2.45
draw,pthread,28,6,0.42,5.46,2.35
draw,pthread,28,6,0.43,6.24,2.76
draw,pthread,28,6,0.42,6.06,2.65
draw,pthread,28,7,0.43,6.28,2.67
draw,pthread,28,7,0.41,6.29,2.62
draw,pthread,28,7,0.47,6.09,2.42
draw,pthread,28,8,0.51,6.18,2.35
draw,pthread,28,8,0.46,6.16,2.31
draw,pthread,28,8,0.46,6.16,2.28
draw,tbb,28,1,0.30,4.40,4.80
draw,tbb,28,1,0.35,4.40,4.84
draw,tbb,28,1,0.33,4.38,4.81
draw,tbb,28,2,0.34,4.22,2.41
draw,tbb,28,2,0.36,4.23,2.42
draw,tbb,28,2,0.39,4.31,2.49
draw,tbb,28,3,0.39,4.48,1.78
draw,tbb,28,3,0.35,4.40,1.71
draw,tbb,28,3,0.37,4.34,1.71
draw,tbb,28,4,0.42,4.58,1.45
draw,tbb,28,4,0.36,4.56,1.37
draw,tbb,28,4,0.42,5.09,1.54
draw,tbb,28,5,0.42,5.80,1.39
draw,tbb,28,5,0.42,5.68,1.38
draw,tbb,28,5,0.44,5.86,1.41
draw,tbb,28,6,0.47,6.47,1.36
draw,tbb,28,6,0.49,6.46,1.37
draw,tbb,28,6,0.43,6.37,1.29
draw,tbb,28,7,0.47,7.19,1.25
draw,tbb,28,7,0.43,7.05,1.24
draw,tbb,28,7,0.49,7.13,1.26
draw,tbb,28,8,0.47,7.77,1.25
draw,tbb,28,8,0.47,7.62,1.22
draw,tbb,28,8,0.46,7.70,1.22
limits,pthread,28,1,0.00,1.42,1.42
limits,pthread,28,1,0.00,1.35,1.35
limits,pthread,28,1,0.00,1.35,1.35
limits,pthread,28,2,0.00,1.37,0.69
limits,pthread,28,2,0.00,1.38,0.70
limits,pthread,28,2,0.00,1.37,0.69
limits,pthread,28,3,0.00,1.40,0.48
limits,pthread,28,3,0.00,1.39,0.47
limits,pthread,28,3,0.00,1.40,0.47
limits,pthread,28,4,0.00,1.44,0.37
limits,pthread,28,4,0.00,1.41,0.36
limits,pthread,28,4,0.00,1.42,0.36
limits,pthread,28,5,0.00,1.63,0.37
limits,pthread,28,5,0.00,1.59,0.37
limits,pthread,28,5,0.00,1.58,0.37
limits,pthread,28,6,0.00,1.72,0.32
limits,pthread,28,6,0.00,1.77,0.32
limits,pthread,28,6,0.00,1.76,0.33
limits,pthread,28,7,0.00,1.83,0.30
limits,pthread,28,7,0.00,1.84,0.29
limits,pthread,28,7,0.00,1.82,0.29
limits,pthread,28,8,0.00,1.90,0.29
limits,pthread,28,8,0.01,1.91,0.31
limits,pthread,28,8,0.00,1.90,0.30
limits,tbb,28,1,0.00,1.39,1.39
limits,tbb,28,1,0.00,1.41,1.41
limits,tbb,28,1,0.00,1.45,1.45
limits,tbb,28,2,0.00,1.51,0.77
limits,tbb,28,2,0.00,1.48,0.74
limits,tbb,28,2,0.00,1.42,0.72
limits,tbb,28,3,0.00,1.47,0.50
limits,tbb,28,3,0.00,1.46,0.49
limits,tbb,28,3,0.00,1.43,0.48
limits,tbb,28,4,0.00,1.44,0.36
limits,tbb,28,4,0.00,1.45,0.36
limits,tbb,28,4,0.00,1.45,0.36
limits,tbb,28,5,0.00,1.70,0.34
limits,tbb,28,5,0.00,1.84,0.37
limits,tbb,28,5,0.00,1.74,0.35
limits,tbb,28,6,0.00,1.83,0.31
limits,tbb,28,6,0.01,2.02,0.36
limits,tbb,28,6,0.00,1.77,0.30
limits,tbb,28,7,0.02,2.16,0.33
limits,tbb,28,7,0.00,1.85,0.27
limits,tbb,28,7,0.00,1.88,0.29
limits,tbb,28,8,0.04,1.93,0.27
limits,tbb,28,8,0.01,1.92,0.27
limits,tbb,28,8,0.00,1.92,0.26
